id	priority	unit	unit_group
10210	100	Car_Late_Libyan_Hoplites	rom_eastern_minor_settlement_lvl1_allgarrison
10212	100	Car_Late_Libyan_Hoplites	rom_eastern_minor_settlement_lvl2_allgarrison
10218	100	Car_Late_Libyan_Hoplites	rom_eastern_minor_settlement_lvl3_allgarrison
10225	100	Car_Late_Libyan_Hoplites	rom_eastern_minor_settlement_lvl4_allgarrison
10226	100	Car_Late_Libyan_Hoplites	rom_hellenic_minor_settlement_lvl1_allgarrison
10230	100	Car_Late_Libyan_Hoplites	rom_hellenic_minor_settlement_lvl1_allgarrison
10233	100	Car_Late_Libyan_Hoplites	rom_hellenic_minor_settlement_lvl2_allgarrison
10241	100	Car_Late_Libyan_Hoplites	rom_hellenic_minor_settlement_lvl2_allgarrison
1025	200	Afr_Javelinmen	rom_eastern_skirmishers
10251	100	Car_Late_Libyan_Hoplites	rom_hellenic_minor_settlement_lvl3_allgarrison
10259	100	Car_Late_Libyan_Hoplites	rom_hellenic_minor_settlement_lvl4_allgarrison
1026	200	Num_Javelinmen	rom_eastern_skirmishers
10264	100	Car_Late_Libyan_Hoplites	rom_roman_minor_settlement_lvl3_allgarrison
10273	100	Car_Late_Libyan_Hoplites	rom_roman_minor_settlement_lvl4_allgarrison
10281	300	Rom_Vigiles	rom_roman_basic_melee
1029	100	Ara_Noble_Sword	rom_eastern_noble_infantry
10290	300	Rom_Vigiles	rom_barbarian_minor_settlement_lvl3_allgarrison
10295	300	Rom_Vigiles	rom_barbarian_minor_settlement_lvl4_allgarrison
10303	300	Rom_Vigiles	rom_eastern_minor_settlement_lvl3_allgarrison
10307	300	Rom_Vigiles	rom_eastern_minor_settlement_lvl4_allgarrison
10308	300	Rom_Vigiles	rom_hellenic_minor_settlement_lvl3_allgarrison
10309	300	Rom_Vigiles	rom_hellenic_minor_settlement_lvl4_allgarrison
10319	300	Rom_Vigiles	rom_roman_minor_settlement_lvl1_allgarrison
10325	300	Rom_Vigiles	rom_roman_minor_settlement_lvl1_allgarrison
10334	300	Rom_Vigiles	rom_roman_minor_settlement_lvl2_allgarrison
10337	300	Rom_Vigiles	rom_roman_minor_settlement_lvl2_allgarrison
10345	300	Rom_Vigiles	rom_roman_minor_settlement_lvl3_allgarrison
10348	300	Rom_Vigiles	rom_roman_minor_settlement_lvl4_allgarrison
1035	100	Eas_Noble_Spear	rom_eastern_noble_infantry
10350	300	Rom_Vigiles	rom_roman_minor_settlement_lvl4_allgarrison
10355	300	Rom_Vigiles	rom_roman_minor_settlement_lvl1_allgarrison
10357	300	Rom_Vigiles	rom_roman_minor_settlement_lvl2_allgarrison
10363	300	Rom_Vigiles	rom_roman_minor_settlement_lvl3_allgarrison
10364	300	Rom_Rorarii	rom_roman_vigiles_garrison
10365	100	Ger_Hex_Bearers	rom_barbarian_medium_melee
10370	100	Bri_Painted_Ones	rom_barbarian_elite_melee
10374	200	Thr_Warriors	rom_barbarian_minor_settlement_lvl1_allgarrison
10375	100	Ger_Hex_Bearers	rom_barbarian_strong_melee
10376	100	Thr_Warriors	rom_barbarian_elite_melee
10377	200	Thr_Warriors	rom_barbarian_minor_settlement_lvl2_allgarrison
10378	200	Thr_Warriors	rom_barbarian_minor_settlement_lvl3_allgarrison
10379	100	Ibe_Scutarii	rom_barbarian_elite_melee
10380	100	Dac_Spear_Warriors	rom_barbarian_elite_melee
10383	100	Ger_Hex_Bearers	rom_barbarian_minor_settlement_lvl2_allgarrison
10384	200	Thr_Warriors	rom_barbarian_minor_settlement_lvl4_allgarrison
10385	300	Thr_Warriors	thracian
10393	100	Ger_Hex_Bearers	rom_barbarian_minor_settlement_lvl3_allgarrison
10395	100	Ger_Hex_Bearers	rom_barbarian_minor_settlement_lvl4_allgarrison
10411	300	Gre_Pike	rom_hellenic_elite_infantry
10417	300	Car_Hoplites	rom_hellenic_elite_infantry
10425	300	Bac_Royal_Cav	rom_hellenic_strong_melee_cav
10434	300	Gre_Companion_Cav	rom_hellenic_strong_melee_cav
10440	200	Car_Libyan_Javelin	rom_hellenic_basic_ranged
10444	100	Cel_Sword_Followers	rom_barbarian_elite_melee
10445	100	Emp_Rom_Legionaries	rom_roman_medium_melee
10448	100	Ibe_Vet_Shield_Warriors	rom_barbarian_elite_melee
10449	100	Eas_Persian_Hoplites	rom_eastern_elite_infantry
1045	200	Gre_Pike	rom_eastern_noble_infantry
10452	100	Emp_Rom_Legionaries	rom_roman_medium_melee_sword
10453	100	Emp_Rom_Legionaries_Two	rom_roman_naval_patrol_lvl2
10456	100	Ill_Hoplites	rom_barbarian_elite_melee
10461	100	Emp_Rom_Legionaries_Two	rom_roman_naval_patrol_lvl4
10462	100	Emp_Rom_Vet_Legionaries	rom_roman_strong_melee
10470	100	Emp_Rom_Vet_Legionaries	rom_roman_strong_melee2
10472	100	Cel_Axe_Warriors	rom_barbarian_elite_melee
10475	100	Emp_Rom_Vet_Legionaries_Six	rom_roman_naval_main_lvl3
10478	100	Eas_Bithynian_Infantry	rom_eastern_elite_infantry
10480	300	Emp_Rom_Vigiles	rom_roman_vigiles_garrison
10487	300	Emp_Rom_Vigiles	rom_roman_basic_melee
10496	100	Gre_Pike	rom_eastern_elite_infantry
10497	100	Ger_Round_Shield_Sword	rom_barbarian_strong_melee
10498	100	Cel_Galatian_Spears	rom_barbarian_elite_melee
10499	100	Pel_Militia_Hoplites	pel_militia_hoplites
10506	100	Pel_Hoplites	pel_hoplites
10508	100	Cel_Fierce_Swords	rom_barbarian_elite_melee
10513	100	Pel_Javelinmen	pel_javelinmen
10514	100	Pel_Archers	pel_archers
10517	200	Eas_Hillmen_Four	rom_hellenic_naval_main_lvl2
1052	100	Num_Noble_Infantry	rom_eastern_noble_infantry
10524	100	Eas_Per_Archers_Five	rom_hellenic_naval_main_lvl3
10531	100	Pel_Spartan_Hoplites	pel_periokoi
10533	300	Gre_Scythian_Hoplites	rom_hellenic_elite_infantry
10534	100	Pel_Helot_Javelinmen	pel_helot_javelinmen
10540	300	Gre_Massilian_Hoplites	rom_hellenic_elite_infantry
10543	100	Pel_Helot_Archers	pel_helot_archers
10547	100	Pel_Thr_Archers	pel_thr_archers
10548	300	Eas_Kartli_Axemen	rom_hellenic_elite_infantry
10549	200	Ste_Spear	rom_hellenic_medium_melee
10550	100	Pel_Thr_Warriors	pel_thr_warriors
10554	200	Gre_Scythian_Hoplites	rom_hellenic_strong_melee
10556	200	Gre_Massilian_Hoplites	rom_hellenic_strong_melee
10557	200	Ste_Armour_Horse_Archers	rom_hellenic_medium_cavalry
10558	100	Pel_Thr_Peltasts	pel_thr_peltasts
1056	200	Eas_Archers	rom_eastern_archers
10568	100	Pel_Median_Spear	pel_median_spearmen
10573	100	Pel_Persian_Archers	pel_persian_archers
10575	300	Ste_Tribesmen	rom_hellenic_garrison
10579	100	Pel_Immortal_Spearmen	pel_immortal_spearmen
10585	200	Eas_Hillmen	rom_hellenic_medium_melee
10589	100	Pel_Kilikian_Javelinmen	pel_kilikian_javelinmen
10593	100	Pel_Marines_Athenai_Three	pel_marines_athenai
10598	100	Pel_Marines_Korinthos_Three	pel_marines_korinthos
10600	100	Pel_Marines_Three	pel_marines
10605	100	Pel_Archer_Marines_Athenai_Two	pel_marines_archer_athenai
10612	100	Pel_Archer_Marines_Korinthos_Two	pel_marines_archer_korinthos
10615	100	Pel_Archer_Marines_Two	pel_marines_archer
10625	100	Pel_Spartan_Marines_Three	pel_marines_spartan
10635	100	Pel_Spartan_Archer_Marines	pel_marines_archer_spartan
1064	200	Gre_Archers	rom_eastern_archers
10642	100	Pel_Phoenician_Marines_Three	pel_marines_persian
10644	100	Pel_Persian_Archer_Marines_Two	pel_marines_archer_persian
10648	200	Gre_Massilian_Thureos_Spears	rom_hellenic_medium_ranged
10654	200	Eas_Axemen	rom_hellenic_strong_melee
10662	100	Pel_Spartan_Youths	pel_spartan_youths
10668	100	Pel_Thr_Marines	pel_marines
10676	200	Cel_Mighty_Horse	rom_barbarian_medium_horse
10685	200	Cel_Galatian_Raiders	rom_barbarian_medium_horse
10692	200	Cel_Raiding_Horsemen	rom_barbarian_medium_horse
10693	200	Thr_Horsemen	rom_barbarian_medium_horse
10699	200	Ill_Cav	rom_barbarian_medium_horse
107	200	Ill_Slave_Javelinmen	rom_barbarian_skirmishers
10704	200	Ibe_Celtiberian_Cav	rom_barbarian_medium_horse
10711	200	Cel_Fierce_Swords	rom_barbarian_strong_melee
10719	200	Gre_Slingers_Five	rom_hellenic_naval_main_lvl2
10725	200	Gre_Scythian_Hoplites_Six	rom_hellenic_naval_main_lvl3
10729	200	Ste_Axes_Two	rom_hellenic_naval_patrol_lvl2
10731	200	Gre_Slingers_Three	rom_hellenic_naval_patrol_lvl3
10739	200	Ste_Archers	rom_hellenic_medium_ranged
1074	200	Afr_Archers	rom_eastern_archers
10742	200	Ger_Scout_Riders	rom_barbarian_medium_horse
10749	200	Cel_Tribal_Warriors	rom_barbarian_strong_melee
10751	300	Gre_Spartan_Pike	rom_hellenic_elite_infantry
10752	300	Thr_Tribal_Garrison	rom_barbarian_tribesmen
1077	200	Ara_Levy_Skirm	rom_eastern_archers
10800	100	Dac_Armoured_Spears	rom_barbarian_strong_melee
10806	100	Dac_Armoured_Spears	rom_barbarian_elite_melee
10816	100	Dac_Heavy_Spears	rom_barbarian_medium_melee
10824	100	Dac_Heavy_Bowmen	rom_barbarian_bowmen
10828	100	Dac_Heavy_Bowmen	rom_barbarian_minor_settlement_lvl4_allgarrison
10838	100	Dac_Heavy_Skirm	rom_barbarian_skirmishers
1084	100	Eas_Parthian_Foot_Archers	rom_eastern_archers
10848	100	Dac_Heavy_Skirm	rom_barbarian_minor_settlement_lvl1_allgarrison
10850	100	Dac_Heavy_Skirm	rom_barbarian_minor_settlement_lvl2_allgarrison
10857	100	Dac_Heavy_Skirm	rom_barbarian_minor_settlement_lvl2_allgarrison
10858	100	Dac_Heavy_Skirm	rom_barbarian_minor_settlement_lvl3_allgarrison
10862	100	Dac_Heavy_Skirm	rom_barbarian_minor_settlement_lvl3_allgarrison
10864	100	Dac_Heavy_Skirm	rom_barbarian_minor_settlement_lvl4_allgarrison
10868	100	Dac_Heavy_Skirm	rom_eastern_minor_settlement_lvl1_allgarrison
10872	100	Dac_Heavy_Skirm	rom_eastern_minor_settlement_lvl2_allgarrison
10880	100	Dac_Heavy_Skirm	rom_eastern_minor_settlement_lvl3_allgarrison
10883	100	Dac_Heavy_Skirm	rom_eastern_minor_settlement_lvl4_allgarrison
10884	100	Dac_Heavy_Skirm	rom_hellenic_minor_settlement_lvl1_allgarrison
10885	100	Dac_Heavy_Skirm	rom_hellenic_minor_settlement_lvl2_allgarrison
10890	100	Dac_Heavy_Skirm	rom_hellenic_minor_settlement_lvl3_allgarrison
10899	100	Dac_Heavy_Skirm	rom_hellenic_minor_settlement_lvl4_allgarrison
10904	100	Dac_Heavy_Skirm	rom_roman_minor_settlement_lvl1_allgarrison
10913	100	Dac_Heavy_Skirm	rom_roman_minor_settlement_lvl2_allgarrison
10922	100	Dac_Heavy_Skirm	rom_roman_minor_settlement_lvl3_allgarrison
10924	100	Dac_Heavy_Skirm	rom_roman_minor_settlement_lvl4_allgarrison
10929	100	Dac_Heavy_Skirm	rom_barbarian_minor_settlement_lvl1_allgarrison
10934	100	Dac_Heavy_Skirm	rom_barbarian_minor_settlement_lvl2_allgarrison
1094	200	Eas_Parthian_Horse_Archers	rom_eastern_basic_heavy_cavalry
10944	100	Dac_Heavy_Skirm	rom_barbarian_minor_settlement_lvl3_allgarrison
10954	100	Dac_Heavy_Skirm	rom_barbarian_minor_settlement_lvl4_allgarrison
10962	200	Cel_Sword_Followers	rom_barbarian_strong_melee
10967	200	Eas_Kartli_Four	rom_hellenic_naval_main_lvl2
10976	200	Egy_Slingers_Three	rom_hellenic_naval_patrol_lvl4
10978	200	Gre_Militia_Hop_Two	rom_hellenic_naval_patrol_lvl2
10983	200	Ste_Axes_Six	rom_hellenic_naval_main_lvl3
10988	200	Ste_Axes_Four	rom_hellenic_naval_patrol_lvl4
10991	200	Ibe_Lusitani_Nobles_Raider	rom_barbarian_naval_lvl4
1102	200	Eas_Horse_Archers	rom_eastern_basic_heavy_cavalry
1106	100	Gre_Companion_Cav	rom_eastern_basic_heavy_cavalry
1108	100	Eas_Elite_Persian_Archers	rom_eastern_elite_infantry
1118	100	Ara_Noble_Sword	rom_eastern_elite_infantry
1128	100	Eas_Syrian_Heavy_Archers	rom_eastern_elite_infantry
1132	100	Eas_Axemen	rom_eastern_elite_infantry
1136	100	Num_Noble_Infantry	rom_eastern_elite_infantry
11373	300	3c_Ala_Alani_Swordsmen	3c_barb_artisan
11378	300	3c_Goth_Gothic_Warband	3c_barb_artisan
11382	300	3c_Ger_Germanic_Axe_Warriors	3c_barb_artisan
11383	300	3c_Cel_Celtic_Sword_Band	3c_barb_artisan
11390	300	3c_Ala_Armoured_Axe_Warriors	3c_barb_bronze
11396	300	3c_Marc_Armoured_Germanic_Axe_Warriors	3c_barb_bronze
11400	300	3c_Cal_Caledonian_Spear_Wall	3c_barb_bronze
11403	300	3c_Ala_Steppe_Horse_Archers	3c_barb_craftsmen
11410	300	3c_Ger_Germanic_Hunters	3c_barb_craftsmen
11412	300	3c_Sax_Saxon_Bows	3c_barb_craftsmen
11414	300	3c_Cel_Celtic_Archers	3c_barb_craftsmen
11415	300	3c_Ala_Steppe_Warband	3c_barb_city_1
11425	300	3c_Ger_Spear_Levy	3c_barb_city_1
11428	300	3c_Cel_Celtic_Levy	3c_barb_city_1
11436	300	3c_Ala_Steppe_Horse_Archers	3c_barb_city_2
11442	300	3c_Ger_Germanic_Hurlers	3c_barb_city_2
11443	300	3c_Cel_Celtic_Archers	3c_barb_city_2
11449	300	3c_Ala_Alani_Horsemen	3c_barb_city_3
1145	100	Eas_Cataphracts	rom_eastern_strong_heavy_cavalry
11452	300	3c_Ger_Germanic_Axe_Warriors	3c_barb_city_3
11456	300	3c_Cel_Painted_Warriors	3c_barb_city_3
11461	300	3c_Ala_Alani_Noblewomen_Archers	3c_barb_city_faction
11467	300	3c_Goth_Tervingi_Warriors	3c_barb_city_faction
11474	300	3c_Marc_Wolf_Warriors	3c_barb_city_faction
11478	300	3c_Sax_Duguth_Spearmen	3c_barb_city_faction
11485	300	3c_Cel_Celtic_Sword_Band	3c_barb_city_faction
11490	300	3c_Ger_Germanic_Mounted_Warband	3c_barb_horse_1
11492	300	3c_Cel_Celtic_Horsemen	3c_barb_horse_1
11496	300	3c_Cel_Celtic_Nobles	3c_barb_horse_2
11506	300	3c_Ala_Taifali_Cavalry	3c_barb_horse_2
11511	300	3c_Sax_Saxon_Mounted_Warband	3c_barb_horse_2
11512	300	3c_Cel_Celtic_Horse_Skirmishers	3c_barb_horse_3
11521	300	3c_Ger_Germanic_Horse_Skirmishers	3c_barb_horse_3
11525	300	3c_Ala_Alani_Amazonian_Archers	3c_barb_nomad_horse_1
1153	100	Gre_Companion_Cav	rom_eastern_strong_heavy_cavalry
11533	300	3c_Ala_Armoured_Steppe_Lancers	3c_barb_nomad_horse_2
11536	300	3c_Ala_Alani_Noblewomen_Archers	3c_barb_nomad_horse_3
11545	300	3c_Ala_Noble_Steppe_Lancers	3c_barb_nomad_horse_4
11548	300	3c_Ala_Assault_Raider	3c_barb_assault_raider
11549	300	3c_Cal_Assault_Raider	3c_barb_assault_raider
1155	200	Eas_Persian_Cavalry	rom_eastern_strong_heavy_cavalry
11558	300	3c_Goth_Assault_Raider	3c_barb_assault_raider
11561	300	3c_Marc_Assault_Raider	3c_barb_assault_raider
11563	300	3c_Sax_Assault_Raider	3c_barb_assault_raider
11573	300	3c_Ala_Missile_Raider	3c_barb_missile_raider
11580	300	3c_Cal_Missile_Raider	3c_barb_missile_raider
11590	300	3c_Goth_Missile_Raider	3c_barb_missile_raider
11592	300	3c_Marc_Missile_Raider	3c_barb_missile_raider
11600	300	3c_Sax_Missile_Raider	3c_barb_missile_raider
11608	300	3c_Ala_Medium_Assault_Raider	3c_barb_medium_raider
11609	300	3c_Cal_Medium_Assault_Raider	3c_barb_medium_raider
1161	100	Eas_Noble_Blood_Cav	rom_eastern_strong_cavalry
11613	300	3c_Goth_Medium_Assault_Raider	3c_barb_medium_raider
11623	300	3c_Marc_Medium_Assault_Raider	3c_barb_medium_raider
11629	300	3c_Sax_Medium_Assault_Raider	3c_barb_medium_raider
11630	300	3c_Rom_Roman_Levies	3c_rome_city_1
11634	300	3c_Gal_Gallic_Warriors	3c_rome_city_1
11644	300	3c_Rom_Light_Roman_Skirmishers	3c_rome_city_2
11649	300	3c_Rom_Slingers	3c_rome_city_3
11653	300	3c_Gal_Spear_Warriors	3c_rome_city_3
11656	300	3c_Rom_Cohors	3c_rome_city_4
1166	200	Ara_Cav	rom_eastern_strong_cavalry
11662	300	3c_Gal_Cohors	3c_rome_city_4
11665	300	3c_Rom_Vigiles	3c_rome_city_5
11671	300	3c_Rom_Roman_Legionaries	3c_rome_city_garrison_1
11680	300	3c_Gal_Gallic_Legionaries	3c_rome_city_garrison_1
11686	300	3c_Rom_Slingers	3c_rome_city_garrison_2
11691	300	3c_Gal_Spear_Warriors	3c_rome_city_garrison_2
11697	300	3c_Pal_Hillmen	3c_rome_city_1
117	200	Thr_Skirm	rom_barbarian_skirmishers
11700	300	3c_Pal_Palmyrene_Skirmishers	3c_rome_city_2
11708	300	3c_Pal_Peltasts	3c_rome_city_garrison_2
11715	300	3c_Pal_Palmyrene_Cohors	3c_rome_city_garrison_1
11725	300	3c_Pal_Armoured_Swordsmen	3c_rome_city_5
11733	300	3c_Rom_Raiding_Hemioloa	3c_rome_raiding_hemiolia
11739	300	3c_Gal_Raiding_Hemiolia	3c_rome_raiding_hemiolia
1174	200	Gre_Tarantine_Cav	rom_eastern_strong_cavalry
11745	300	3c_Pal_Raiding_Hemiolia	3c_rome_raiding_hemiolia
11750	300	3c_Rom_Pursuit_Trihemolia	3c_rome_pursuit_trihemiolia
11757	300	3c_Gal_Pursuit_Hemiolia	3c_rome_pursuit_trihemiolia
11765	300	3c_Pal_Pursuit_Trihemiolia	3c_rome_pursuit_trihemiolia
11770	300	3c_Rom_Assault_Bireme	3c_rome_assault_bireme
11780	300	3c_Gal_Assault_Bireme	3c_rome_assault_bireme
11787	300	3c_Pal_Assault_Dieres	3c_rome_assault_bireme
11790	300	3c_Rom_Fire_Pot_Bireme	3c_rome_fire_pot_bireme
11791	300	3c_Gal_Fire_Pot_Bireme	3c_rome_fire_pot_bireme
11792	300	3c_Pal_Fire_Pot_Dieres	3c_rome_fire_pot_bireme
118	200	Dac_Skirm	rom_barbarian_skirmishers
1180	100	Afr_Numidian_Noble_Cav	rom_eastern_strong_cavalry
11802	300	3c_Rom_Assault_Quadreme	3c_rome_assault_quadreme
11809	300	3c_Gal_Assault_Quadreme	3c_rome_assault_quadreme
11819	300	3c_Pal_Assault_Hexeres	3c_rome_assault_quadreme
11829	300	3c_Rom_Assault_Hexareme	3c_rome_assault_hexareme
11833	300	3c_Gal_Assault_Quadreme	3c_rome_assault_hexareme
1184	200	Eas_Ballista_Bastion	rom_eastern_fixed_defence_ballista
11843	300	3c_Pal_Assault_Octeres	3c_rome_assault_hexareme
11849	300	3c_Rom_Missile_Trireme	3c_rome_missle_trireme
11855	300	3c_Gal_Missile_Trireme	3c_rome_missle_trireme
11859	300	3c_Pal_Missile_Trieres	3c_rome_missle_trireme
11868	300	3c_Pal_Palmyrene_Cohors	3c_rome_city_4
11895	300	3c_Rom_Vigiles	3c_rome_military_aux_1
11900	300	3c_Rom_Light_Roman_Skirmishers	3c_rome_military_aux_2
11909	300	3c_Pal_Palmyrene_Skirmishers	3c_rome_military_aux_2
11918	300	3c_Rom_Vigiles	3c_rome_military_aux_3
11926	300	3c_Pal_Palmyrene_Spearmen	3c_rome_military_aux_3
11928	300	3c_Rom_Light_Roman_Skirmishers	3c_rome_military_aux_4
1193	200	Gre_Ballista_Bastion	rom_eastern_fixed_defence_ballista
11941	300	3c_Pal_Palmyrene_Skirmishers	3c_rome_military_aux_4
11943	300	3c_Rom_Cohors	3c_rome_military_aux_5
11949	300	3c_Gal_Heavy_Gallic_Spearmen	3c_rome_military_aux_5
11956	300	3c_Rom_Vigiles	3c_rome_military_mars_1
11962	300	3c_Rom_Roman_Levies	3c_rome_military_mars_2
11967	300	3c_Pal_Hillmen	3c_rome_military_mars_2
11976	300	3c_Rom_Light_Roman_Skirmishers	3c_rome_military_mars_3
11980	300	3c_Pal_Palmyrene_Skirmishers	3c_rome_military_mars_3
11985	300	3c_Rom_Slingers	3c_rome_military_mars_4
11992	300	3c_Rom_Pikemen	3c_rome_military_barracks_1
12	300	Bri_Farmers	rom_barbarian_tribesmen
12002	300	3c_Rom_Cohors	3c_rome_military_barracks_2
12010	300	3c_Pal_Palmyrene_Cohors	3c_rome_military_barracks_2
1202	200	Afr_Ballista_Bastion	rom_eastern_fixed_defence_ballista
12020	300	3c_Rom_Slingers	3c_rome_military_barracks_3
12029	300	3c_Pal_Peltasts	3c_rome_military_barracks_3
12034	300	3c_Rom_Armoured_Archers	3c_rome_military_legionary_1
12041	300	3c_Pal_Hamian_Archers	3c_rome_military_legionary_1
12044	300	3c_Rom_Roman_Legionaries	3c_rome_military_legionary_2
12053	300	3c_Pal_Palmyrene_Legionaries	3c_rome_military_legionary_2
12061	300	3c_Rom_Pikemen	3c_rome_military_legionary_3
12070	300	3c_Rom_Light_Roman_Skirmishers	3c_rome_military_legionary_4
12071	300	3c_Pal_Peltasts	3c_rome_military_legionary_4
12075	300	3c_Rom_Praetorian_Guard	3c_rome_military_castrum_1
12082	300	3c_Pal_Palmyrene_Palace_Guard	3c_rome_military_castrum_1
12086	300	3c_Rom_Pikemen	3c_rome_military_castrum_2
12090	300	3c_Pal_Imperial_Pikemen	3c_rome_military_castrum_2
12095	300	3c_Rom_Vigiles	3c_rome_military_castrum_3
12099	300	3c_Pal_Hamian_Archers	3c_rome_military_castrum_3
12103	300	3c_Rom_Armoured_Archers	3c_rome_military_castrum_4
12109	300	3c_Pal_Hamian_Archers	3c_rome_military_castrum_4
12117	300	3c_Rom_Roman_Legionary_Cavalry	3c_rome_military_cavalry_1
1212	200	Eas_Onager_Bastion	rom_eastern_fixed_defence_onager
12126	300	3c_Pal_Hamian_Archers	3c_rome_military_cavalry_1
12136	300	3c_Rom_Praetorian_Cavalry	3c_rome_military_cavalry_2
12145	300	3c_Pal_Imperial_Palmyrene_Cataphracts	3c_rome_military_cavalry_2
12155	300	3c_Rom_Armoured_Archers	3c_rome_military_cavalry_3
12160	300	3c_Pal_Armoured_Camels	3c_rome_military_cavalry_3
12165	300	3c_Rom_Vigiles	3c_gallicemp_mars_1
12166	300	3c_Rom_Light_Roman_Skirmishers	3c_gallicemp_mars_2
12172	300	3c_Gal_Spear_Warriors	3c_gallicemp_barracks_1
12173	300	3c_Rom_Pikemen	3c_gallicemp_barracks_2
12178	300	3c_Gal_Cohors	3c_gallicemp_barracks_3
12185	300	3c_Gal_Gallic_Heavy_Skirmishers	3c_gallicemp_legionary_1
12188	300	3c_Gal_Longsword_Cohort	3c_gallicemp_legionary_2
12198	300	3c_Gal_Heavy_Gallic_Spearmen	3c_gallicemp_castrum_1
12199	300	3c_Gal_Gallic_Imperial_Guard	3c_gallicemp_castrum_2
12209	300	3c_Sas_Hamspah_Infantry	3c_east_city_1
12218	300	3c_Eas_Hillmen	3c_east_city_1
1222	200	Gre_Onager_Bastion	rom_eastern_fixed_defence_onager
12223	300	3c_Per_Persian_Skirmishers	3c_east_city_2
12232	300	3c_Sas_Royal_Archers	3c_east_city_3
12239	300	3c_Arm_Armenian_Archers	3c_east_city_3
12247	300	3c_Per_Persian_Spearmen	3c_east_city_4
12249	300	3c_Sas_Daylamite_Infantry	3c_east_city_garrison_1
12256	300	3c_Eas_Eastern_Axe_Warriors	3c_east_city_garrison_1
12259	300	3c_Per_Persian_Light_Infantry	3c_east_city_garrison_2
12261	300	3c_Eas_Eastern_Infantry	3c_east_city_garrison_2
12270	300	3c_Per_Persian_Skirmishers	3c_east_city_armenia_1
12271	300	3c_Arm_Armenian_Archers	3c_east_city_armenia_1
12279	300	3c_Sas_Raiding_Hemiolia	3c_east_raiding_hemiolia
12285	300	3c_Arm_Raiding_Hemiolia	3c_east_raiding_hemiolia
12294	300	3c_Sas_Pursuit_Trihemiolia	3c_east_pursuit_trihemiolia
12303	300	3c_Arm_Pursuit_Trihemiolia	3c_east_pursuit_trihemiolia
12310	300	3c_Sas_Assault_Dieres	3c_east_assault_dieres
12319	300	3c_Arm_Assault_Dieres	3c_east_assault_dieres
1232	200	Afr_Onager_Bastion	rom_eastern_fixed_defence_onager
