key	building	unit	xp	conditions	faction	enabled
100316	3c_east_military_cav_animal_3	3c_Sas_Savaran_Cataphracts	0			false
100323	3c_east_military_cav_animal_4	3c_Sas_Savaran_Cataphracts	0			false
100332	3c_east_military_cav_heavy_3	3c_Sas_Savaran_Cataphracts	0			false
100337	3c_east_military_cav_heavy_4	3c_Sas_Savaran_Cataphracts	0			false
100339	3c_east_military_cav_2	3c_Sas_Grivpanvar_Cataphracts	0			false
100345	3c_east_military_cav_animal_3	3c_Sas_Grivpanvar_Cataphracts	0			false
100352	3c_east_military_cav_animal_4	3c_Sas_Grivpanvar_Cataphracts	0			false
100355	3c_east_military_cav_heavy_3	3c_Sas_Grivpanvar_Cataphracts	0			false
100356	3c_east_military_cav_heavy_4	3c_Sas_Grivpanvar_Cataphracts	0			false
100362	3c_east_military_cav_2	3c_Sas_Daylamite_Cavalry	0			false
100369	3c_east_military_cav_animal_3	3c_Sas_Daylamite_Cavalry	0			false
100377	3c_east_military_cav_animal_4	3c_Sas_Daylamite_Cavalry	0			false
100379	3c_east_military_cav_heavy_3	3c_Sas_Daylamite_Cavalry	0			false
100388	3c_east_military_cav_heavy_4	3c_Sas_Daylamite_Cavalry	0			false
100398	3c_east_military_cav_2	3c_Sas_Camel_Spearmen	0			false
100401	3c_east_military_cav_animal_3	3c_Sas_Camel_Spearmen	0			false
100404	3c_east_military_cav_animal_4	3c_Sas_Camel_Spearmen	0			false
100414	3c_east_military_cav_heavy_3	3c_Sas_Camel_Spearmen	0			false
100416	3c_east_military_cav_heavy_4	3c_Sas_Camel_Spearmen	0			false
100420	3c_east_military_cav_2	3c_Sas_Savaran_Cavalry	0			false
100425	3c_east_military_cav_animal_3	3c_Sas_Savaran_Cavalry	0			false
100430	3c_east_military_cav_animal_4	3c_Sas_Savaran_Cavalry	0			false
100436	3c_east_military_cav_heavy_3	3c_Sas_Savaran_Cavalry	0			false
100444	3c_east_military_cav_heavy_4	3c_Sas_Savaran_Cavalry	0			false
100445	3c_east_military_cav_2	3c_Sas_Camel_Archers	0			false
100455	3c_east_military_cav_animal_3	3c_Sas_Camel_Archers	0			false
100463	3c_east_military_cav_animal_4	3c_Sas_Camel_Archers	0			false
100466	3c_east_military_cav_heavy_3	3c_Sas_Camel_Archers	0			false
100468	3c_east_military_cav_heavy_4	3c_Sas_Camel_Archers	0			false
100470	3c_east_military_cav_2	3c_Sas_Persian_Horse_Archers	0			false
100472	3c_east_military_cav_animal_3	3c_Sas_Persian_Horse_Archers	0			false
100474	3c_east_military_cav_animal_4	3c_Sas_Persian_Horse_Archers	0			false
100478	3c_east_military_cav_heavy_3	3c_Sas_Persian_Horse_Archers	0			false
100483	3c_east_military_cav_heavy_4	3c_Sas_Persian_Horse_Archers	0			false
100489	3c_east_military_cav_heavy_3	3c_Sas_Pushtighban_Cataphracts	0			false
100492	3c_east_military_cav_heavy_4	3c_Sas_Pushtighban_Cataphracts	0			false
100493	3c_east_military_cav_heavy_3	3c_Sas_Elite_Savaran_Cavalry	0			false
100500	3c_east_military_cav_heavy_4	3c_Sas_Elite_Savaran_Cavalry	0			false
100510	3c_east_military_cav_heavy_4	3c_Sas_Gyan_Avspar	0			false
100515	3c_east_military_cav_heavy_4	3c_Sas_Zhayedan_Immortals	0			false
100525	3c_east_military_cav_heavy_4	3c_Sas_Royal_Sassanian_Archers	0			false
100533	3c_east_military_cav_animal_3	3c_Sas_Armoured_Camel_Archers	0			false
100540	3c_east_military_cav_animal_4	3c_Sas_Armoured_Camel_Archers	0			false
100548	3c_east_military_cav_animal_3	3c_Sas_Indian_War_Elephants	0			false
100550	3c_east_military_cav_animal_4	3c_Sas_Indian_War_Elephants	0			false
100556	3c_east_military_cav_animal_4	3c_Sas_Armoured_Indian_War_Elephants	0			false
100562	3c_east_military_cav_animal_4	3c_Sas_Camel_Cataphracts	0			false
100735	3c_rome_military_1	3c_Rom_Vigiles	0			false
100740	3c_rome_military_1	3c_Rom_Slingers	0			false
100747	3c_rome_military_1	3c_Rom_Equites_Dalmatarum	0			false
100756	3c_rome_military_1	3c_Pal_Palmyrene_Skirmishers	0			false
100758	3c_rome_military_2	3c_Rom_Vigiles	0			false
100772	3c_rome_military_2	3c_Rom_Slingers	0			false
100779	3c_rome_military_2	3c_Rom_Equites_Dalmatarum	0			false
100789	3c_rome_military_2	3c_Pal_Palmyrene_Skirmishers	0			false
100805	3c_rome_military_2	3c_Rom_Equites	0			false
100823	3c_rome_military_2	3c_Rom_Horse_Archers	0			false
100827	3c_rome_military_2	3c_Rom_Cohors	0			false
100832	3c_rome_military_2	3c_Rom_Pikemen	0			false
100836	3c_rome_military_2	3c_Pal_Palmyrene_Cohors	0			false
100837	3c_rome_military_2	3c_Pal_Palmyrene_Spearmen	0			false
100841	3c_rome_military_2	3c_Pal_Peltasts	0			false
100843	3c_rome_military_2	3c_Pal_Palmyrene_Lanciarii	0			false
100849	3c_rome_military_2	3c_Pal_Palmyrene_Legionary_Cavalry	0			false
100859	3c_rome_military_3	3c_Rom_Vigiles	0			false
100864	3c_rome_military_3	3c_Rom_Slingers	0			false
100869	3c_rome_military_3	3c_Rom_Equites_Dalmatarum	0			false
100874	3c_rome_military_3	3c_Pal_Palmyrene_Skirmishers	0			false
100882	3c_rome_military_3	3c_Rom_Vigiles	0			false
100897	3c_rome_military_3	3c_Rom_Slingers	0			false
100898	3c_rome_military_3	3c_Rom_Equites_Dalmatarum	0			false
100904	3c_rome_military_3	3c_Pal_Palmyrene_Skirmishers	0			false
100917	3c_rome_military_3	3c_Rom_Equites	0			false
100935	3c_rome_military_3	3c_Rom_Horse_Archers	0			false
100944	3c_rome_military_3	3c_Rom_Cohors	0			false
100946	3c_rome_military_3	3c_Rom_Pikemen	0			false
100947	3c_rome_military_3	3c_Pal_Palmyrene_Cohors	0			false
100950	3c_rome_military_3	3c_Pal_Palmyrene_Spearmen	0			false
100954	3c_rome_military_3	3c_Pal_Peltasts	0			false
100957	3c_rome_military_3	3c_Pal_Palmyrene_Lanciarii	0			false
100966	3c_rome_military_3	3c_Pal_Palmyrene_Legionary_Cavalry	0			false
100987	3c_rome_military_3	3c_Rom_Roman_Legionaries	0			false
100994	3c_rome_military_3	3c_Rom_Evocati_Cohort	0			false
101003	3c_rome_military_3	3c_Rom_Roman_Legionary_Cavalry	0			false
101010	3c_rome_military_3	3c_Rom_Armoured_Archers	0			false
101012	3c_rome_military_3	3c_Rom_Equites_Catafractarii	0			false
101014	3c_rome_military_3	3c_Rom_Equites_Promoti	0			false
101024	3c_rome_military_3	3c_Rom_Armoured_Horse_Skirmishers	0			false
101028	3c_rome_military_3	3c_Pal_Armoured_Swordsmen	0			false
101030	3c_rome_military_3	3c_Pal_Palmyrene_Legionaries	0			false
101032	3c_rome_military_3	3c_Pal_Armoured_Pikemen	0			false
101035	3c_rome_military_3	3c_Pal_Hamian_Archers	0			false
101037	3c_rome_military_3	3c_Pal_Heavy_Palmyrene_Skirmishers	0			false
101041	3c_rome_military_3	3c_Pal_Palmyrene_Cataphracts	0			false
101042	3c_rome_military_3	3c_Pal_Armoured_Camels	0			false
101044	3c_rome_military_3	3c_Pal_Armoured_Horse_Archers	0			false
101054	3c_rome_military_infantry_4	3c_Rom_Vigiles	0			false
101069	3c_rome_military_infantry_4	3c_Rom_Slingers	0			false
101079	3c_rome_military_infantry_4	3c_Rom_Equites_Dalmatarum	0			false
101083	3c_rome_military_infantry_4	3c_Pal_Palmyrene_Skirmishers	0			false
101096	3c_rome_military_infantry_4	3c_Rom_Vigiles	0			false
101104	3c_rome_military_infantry_4	3c_Rom_Slingers	0			false
101105	3c_rome_military_infantry_4	3c_Rom_Equites_Dalmatarum	0			false
101110	3c_rome_military_infantry_4	3c_Pal_Palmyrene_Skirmishers	0			false
101117	3c_rome_military_infantry_4	3c_Rom_Equites	0			false
101122	3c_rome_military_infantry_4	3c_Rom_Horse_Archers	0			false
101125	3c_rome_military_infantry_4	3c_Rom_Cohors	0			false
101131	3c_rome_military_infantry_4	3c_Rom_Pikemen	0			false
101135	3c_rome_military_infantry_4	3c_Pal_Palmyrene_Cohors	0			false
101145	3c_rome_military_infantry_4	3c_Pal_Palmyrene_Spearmen	0			false
101154	3c_rome_military_infantry_4	3c_Pal_Peltasts	0			false
101160	3c_rome_military_infantry_4	3c_Pal_Palmyrene_Lanciarii	0			false
101168	3c_rome_military_infantry_4	3c_Pal_Palmyrene_Legionary_Cavalry	0			false
101186	3c_rome_military_infantry_4	3c_Rom_Roman_Legionaries	0			false
101195	3c_rome_military_infantry_4	3c_Rom_Evocati_Cohort	0			false
101202	3c_rome_military_infantry_4	3c_Rom_Roman_Legionary_Cavalry	0			false
101212	3c_rome_military_infantry_4	3c_Rom_Armoured_Archers	0			false
101219	3c_rome_military_infantry_4	3c_Rom_Equites_Catafractarii	0			false
101225	3c_rome_military_infantry_4	3c_Rom_Equites_Promoti	0			false
101228	3c_rome_military_infantry_4	3c_Rom_Armoured_Horse_Skirmishers	0			false
101229	3c_rome_military_infantry_4	3c_Pal_Armoured_Swordsmen	0			false
101231	3c_rome_military_infantry_4	3c_Pal_Palmyrene_Legionaries	0			false
101238	3c_rome_military_infantry_4	3c_Pal_Armoured_Pikemen	0			false
101247	3c_rome_military_infantry_4	3c_Pal_Hamian_Archers	0			false
101249	3c_rome_military_infantry_4	3c_Pal_Heavy_Palmyrene_Skirmishers	0			false
101253	3c_rome_military_infantry_4	3c_Pal_Palmyrene_Cataphracts	0			false
101254	3c_rome_military_infantry_4	3c_Pal_Armoured_Camels	0			false
101258	3c_rome_military_infantry_4	3c_Pal_Armoured_Horse_Archers	0			false
101264	3c_rome_military_infantry_4	3c_Pal_Veteran_Palmyrene_Legionaries	0			false
101266	3c_rome_military_infantry_4	3c_Pal_Palmyrene_Palace_Guard	0			false
101276	3c_rome_military_infantry_4	3c_Pal_Imperial_Pikemen	0			false
101281	3c_rome_military_infantry_4	3c_Rom_Praetorian_Guard	0			false
101283	3c_rome_military_infantry_4	3c_Rom_Jovianii	0			false
101290	3c_rome_military_infantry_4	3c_Rom_Herculianii	0			false
101295	3c_rome_military_cavalry_4	3c_Rom_Vigiles	0			false
101310	3c_rome_military_cavalry_4	3c_Rom_Slingers	0			false
101318	3c_rome_military_cavalry_4	3c_Rom_Equites_Dalmatarum	0			false
101321	3c_rome_military_cavalry_4	3c_Pal_Palmyrene_Skirmishers	0			false
101333	3c_rome_military_cavalry_4	3c_Rom_Vigiles	0			false
101343	3c_rome_military_cavalry_4	3c_Rom_Slingers	0			false
101348	3c_rome_military_cavalry_4	3c_Rom_Equites_Dalmatarum	0			false
101356	3c_rome_military_cavalry_4	3c_Pal_Palmyrene_Skirmishers	0			false
101369	3c_rome_military_cavalry_4	3c_Rom_Equites	0			false
101385	3c_rome_military_cavalry_4	3c_Rom_Horse_Archers	0			false
101392	3c_rome_military_cavalry_4	3c_Rom_Cohors	0			false
101393	3c_rome_military_cavalry_4	3c_Rom_Pikemen	0			false
101398	3c_rome_military_cavalry_4	3c_Pal_Palmyrene_Cohors	0			false
101402	3c_rome_military_cavalry_4	3c_Pal_Palmyrene_Spearmen	0			false
101412	3c_rome_military_cavalry_4	3c_Pal_Peltasts	0			false
101420	3c_rome_military_cavalry_4	3c_Pal_Palmyrene_Lanciarii	0			false
101424	3c_rome_military_cavalry_4	3c_Pal_Palmyrene_Legionary_Cavalry	0			false
101443	3c_rome_military_cavalry_4	3c_Rom_Roman_Legionaries	0			false
101450	3c_rome_military_cavalry_4	3c_Rom_Evocati_Cohort	0			false
101460	3c_rome_military_cavalry_4	3c_Rom_Roman_Legionary_Cavalry	0			false
101466	3c_rome_military_cavalry_4	3c_Rom_Armoured_Archers	0			false
101476	3c_rome_military_cavalry_4	3c_Rom_Equites_Catafractarii	0			false
101486	3c_rome_military_cavalry_4	3c_Rom_Equites_Promoti	0			false
101493	3c_rome_military_cavalry_4	3c_Rom_Armoured_Horse_Skirmishers	0			false
101498	3c_rome_military_cavalry_4	3c_Pal_Armoured_Swordsmen	0			false
101503	3c_rome_military_cavalry_4	3c_Pal_Palmyrene_Legionaries	0			false
101513	3c_rome_military_cavalry_4	3c_Pal_Armoured_Pikemen	0			false
101517	3c_rome_military_cavalry_4	3c_Pal_Hamian_Archers	0			false
101526	3c_rome_military_cavalry_4	3c_Pal_Heavy_Palmyrene_Skirmishers	0			false
101535	3c_rome_military_cavalry_4	3c_Pal_Palmyrene_Cataphracts	0			false
101537	3c_rome_military_cavalry_4	3c_Pal_Armoured_Camels	0			false
101546	3c_rome_military_cavalry_4	3c_Pal_Armoured_Horse_Archers	0			false
101553	3c_rome_military_cavalry_4	3c_Rom_Praetorian_Cavalry	0			false
101560	3c_rome_military_cavalry_4	3c_Rom_Equites_Scutarii	0			false
101570	3c_rome_military_cavalry_4	3c_Pal_Imperial_Palmyrene_Cataphracts	0			false
101572	3c_gallicemp_military_1	3c_Rom_Vigiles	0			false
101583	3c_gallicemp_military_2	3c_Rom_Vigiles	0			false
101587	3c_gallicemp_military_2	3c_Gal_Cohors	0			false
101589	3c_gallicemp_military_2	3c_Gal_Spear_Warriors	0			false
101602	3c_gallicemp_military_2	3c_Rom_Pikemen	0			false
101629	3c_gallicemp_military_3	3c_Rom_Vigiles	0			false
101652	3c_gallicemp_military_3	3c_Gal_Cohors	0			false
101654	3c_gallicemp_military_3	3c_Gal_Spear_Warriors	0			false
101663	3c_gallicemp_military_3	3c_Rom_Pikemen	0			false
101684	3c_gallicemp_military_3	3c_Gal_Gallic_Legionaries	0			false
101692	3c_gallicemp_military_3	3c_Gal_Longsword_Cohort	0			false
101700	3c_gallicemp_military_3	3c_Gal_Gallic_Heavy_Skirmishers	0			false
101704	3c_gallicemp_military_3	3c_Ala_Taifali_Cavalry	0			false
101706	3c_gallicemp_military_infantry_4	3c_Rom_Vigiles	0			false
101720	3c_gallicemp_military_infantry_4	3c_Gal_Cohors	0			false
101724	3c_gallicemp_military_infantry_4	3c_Gal_Spear_Warriors	0			false
101726	3c_gallicemp_military_infantry_4	3c_Rom_Pikemen	0			false
101737	3c_gallicemp_military_infantry_4	3c_Gal_Gallic_Legionaries	0			false
101739	3c_gallicemp_military_infantry_4	3c_Gal_Longsword_Cohort	0			false
101741	3c_gallicemp_military_infantry_4	3c_Gal_Gallic_Heavy_Skirmishers	0			false
101752	3c_gallicemp_military_infantry_4	3c_Ala_Taifali_Cavalry	0			false
101755	3c_gallicemp_military_infantry_4	3c_Gal_Gallic_Imperial_Guard	0			false
101760	3c_gallicemp_military_infantry_4	3c_Gal_Veteran_Gallic_Legionaries	0			false
101766	3c_gallicemp_military_infantry_4	3c_Gal_Heavy_Gallic_Spearmen	0			false
101822	3c_rome_military_aux_2	3c_Rom_Balearic_Slingers	0			false
101829	3c_rome_military_siege_1	3c_Rom_Ballista	0			false
101837	3c_rome_military_siege_2	3c_Rom_Ballista	0			false
101853	3c_rome_military_siege_2	3c_Rom_Onager	0			false
101856	3c_rome_military_siege_2	3c_Rom_Polybolos	0			false
101857	3c_rome_military_siege_3	3c_Rom_Ballista	0			false
101866	3c_rome_military_siege_3	3c_Rom_Ballista	0			false
101870	3c_rome_military_siege_3	3c_Rom_Onager	0			false
101876	3c_rome_military_siege_3	3c_Rom_Polybolos	0			false
101879	3c_rome_military_siege_3	3c_Rom_Large_Onager	0			false
101883	3c_rome_military_siege_3	3c_Rom_Giant_Ballista	0			false
101892	3c_rome_military_siege_2	3c_Gal_Chariots	0			false
101898	3c_rome_military_siege_3	3c_Gal_Chariots	0			false
101901	3c_rome_military_siege_3	3c_Gal_Armoured_Chariots	0			false
101903	3c_rome_military_siege_3	3c_Pal_Scythed_Chariots	0			false
101907	3c_rome_city_centre_gladiator_3	3c_Rom_Gladiators	0			false
101913	3c_rome_city_centre_gladiator_4	3c_Rom_Gladiators	0			false
101922	3c_rome_city_centre_gladiator_5	3c_Rom_Gladiators	0			false
101923	3c_rome_city_centre_circus_5	3c_Rom_Gladiators	0			false
101924	3c_rome_city_centre_gladiator_3	3c_Rom_Spear_Gladiators	0			false
101931	3c_rome_city_centre_gladiator_4	3c_Rom_Spear_Gladiators	0			false
101941	3c_rome_city_centre_gladiator_5	3c_Rom_Spear_Gladiators	0			false
101947	3c_rome_city_centre_circus_5	3c_Rom_Spear_Gladiators	0			false
101956	3c_rome_city_1	3c_Rom_Roman_Levies	0			false
101959	3c_rome_city_1	3c_Rom_Light_Roman_Skirmishers	0			false
101964	3c_rome_city_civil_2	3c_Rom_Roman_Levies	0			false
101966	3c_rome_city_civil_3	3c_Rom_Roman_Levies	0			false
101975	3c_rome_city_civil_4	3c_Rom_Roman_Levies	0			false
101982	3c_rome_city_garrison_2	3c_Rom_Roman_Levies	0			false
101989	3c_rome_city_garrison_3	3c_Rom_Roman_Levies	0			false
101990	3c_rome_city_garrison_4	3c_Rom_Roman_Levies	0			false
101993	3c_rome_city_civil_2	3c_Rom_Light_Roman_Skirmishers	0			false
101994	3c_rome_city_civil_3	3c_Rom_Light_Roman_Skirmishers	0			false
101998	3c_rome_city_civil_4	3c_Rom_Light_Roman_Skirmishers	0			false
102006	3c_rome_city_garrison_2	3c_Rom_Light_Roman_Skirmishers	0			false
102008	3c_rome_city_garrison_3	3c_Rom_Light_Roman_Skirmishers	0			false
102015	3c_rome_city_garrison_4	3c_Rom_Light_Roman_Skirmishers	0			false
102018	3c_rome_town_1	3c_Rom_Roman_Levies	0			false
102025	3c_rome_town_civil_2	3c_Rom_Roman_Levies	0			false
102034	3c_rome_town_civil_3	3c_Rom_Roman_Levies	0			false
102036	3c_rome_town_civil_4	3c_Rom_Roman_Levies	0			false
102039	3c_rome_town_farm_2	3c_Rom_Roman_Levies	0			false
102040	3c_rome_town_farm_3	3c_Rom_Roman_Levies	0			false
102041	3c_rome_town_farm_4	3c_Rom_Roman_Levies	0			false
102045	3c_rome_town_trade_2	3c_Rom_Roman_Levies	0			false
102051	3c_rome_town_trade_3	3c_Rom_Roman_Levies	0			false
102054	3c_rome_town_trade_4	3c_Rom_Roman_Levies	0			false
102063	3c_rome_town_1	3c_Rom_Light_Roman_Skirmishers	0			false
102069	3c_rome_town_civil_2	3c_Rom_Light_Roman_Skirmishers	0			false
102074	3c_rome_town_civil_3	3c_Rom_Light_Roman_Skirmishers	0			false
102084	3c_rome_town_civil_4	3c_Rom_Light_Roman_Skirmishers	0			false
102091	3c_rome_town_farm_2	3c_Rom_Light_Roman_Skirmishers	0			false
102099	3c_rome_town_farm_3	3c_Rom_Light_Roman_Skirmishers	0			false
102107	3c_rome_town_farm_4	3c_Rom_Light_Roman_Skirmishers	0			false
102111	3c_rome_town_trade_2	3c_Rom_Light_Roman_Skirmishers	0			false
102119	3c_rome_town_trade_3	3c_Rom_Light_Roman_Skirmishers	0			false
102128	3c_rome_town_trade_4	3c_Rom_Light_Roman_Skirmishers	0			false
102133	3c_rome_city_1	3c_Gal_Gallic_Warriors	0			false
102140	3c_rome_city_civil_2	3c_Gal_Gallic_Warriors	0			false
102141	3c_rome_city_civil_3	3c_Gal_Gallic_Warriors	0			false
102148	3c_rome_city_civil_4	3c_Gal_Gallic_Warriors	0			false
102158	3c_rome_city_garrison_2	3c_Gal_Gallic_Warriors	0			false
102165	3c_rome_city_garrison_3	3c_Gal_Gallic_Warriors	0			false
102175	3c_rome_city_garrison_4	3c_Gal_Gallic_Warriors	0			false
102183	3c_rome_town_1	3c_Gal_Gallic_Warriors	0			false
102184	3c_rome_town_civil_2	3c_Gal_Gallic_Warriors	0			false
102185	3c_rome_town_civil_3	3c_Gal_Gallic_Warriors	0			false
102186	3c_rome_town_civil_4	3c_Gal_Gallic_Warriors	0			false
102195	3c_rome_town_farm_2	3c_Gal_Gallic_Warriors	0			false
102202	3c_rome_town_farm_3	3c_Gal_Gallic_Warriors	0			false
102209	3c_rome_town_farm_4	3c_Gal_Gallic_Warriors	0			false
102212	3c_rome_town_trade_2	3c_Gal_Gallic_Warriors	0			false
102215	3c_rome_town_trade_3	3c_Gal_Gallic_Warriors	0			false
102225	3c_rome_town_trade_4	3c_Gal_Gallic_Warriors	0			false
102232	3c_palmyra_city_1	3c_Pal_Hillmen	0			false
102242	3c_palmyra_city_2	3c_Pal_Hillmen	0			false
102249	3c_palmyra_city_3	3c_Pal_Hillmen	0			false
102259	3c_palmyra_city_4	3c_Pal_Hillmen	0			false
102260	3c_palmyra_city_1	3c_Pal_Palmyrene_Skirmishers	0			false
102270	3c_palmyra_city_2	3c_Pal_Palmyrene_Skirmishers	0			false
102272	3c_palmyra_city_3	3c_Pal_Palmyrene_Skirmishers	0			false
102275	3c_palmyra_city_4	3c_Pal_Palmyrene_Skirmishers	0			false
102279	3c_rome_town_1	3c_Pal_Hillmen	0			false
102283	3c_rome_town_civil_2	3c_Pal_Hillmen	0			false
102293	3c_rome_town_civil_3	3c_Pal_Hillmen	0			false
102300	3c_rome_town_civil_4	3c_Pal_Hillmen	0			false
102309	3c_rome_town_farm_2	3c_Pal_Hillmen	0			false
102311	3c_rome_town_farm_3	3c_Pal_Hillmen	0			false
102313	3c_rome_town_farm_4	3c_Pal_Hillmen	0			false
102318	3c_rome_town_trade_2	3c_Pal_Hillmen	0			false
102326	3c_rome_town_trade_3	3c_Pal_Hillmen	0			false
102327	3c_rome_town_trade_4	3c_Pal_Hillmen	0			false
102334	3c_rome_town_1	3c_Pal_Palmyrene_Skirmishers	0			false
102341	3c_rome_town_civil_2	3c_Pal_Palmyrene_Skirmishers	0			false
102346	3c_rome_town_civil_3	3c_Pal_Palmyrene_Skirmishers	0			false
102352	3c_rome_town_civil_4	3c_Pal_Palmyrene_Skirmishers	0			false
102362	3c_rome_town_farm_2	3c_Pal_Palmyrene_Skirmishers	0			false
102364	3c_rome_town_farm_3	3c_Pal_Palmyrene_Skirmishers	0			false
102374	3c_rome_town_farm_4	3c_Pal_Palmyrene_Skirmishers	0			false
102378	3c_rome_town_trade_2	3c_Pal_Palmyrene_Skirmishers	0			false
102386	3c_rome_town_trade_3	3c_Pal_Palmyrene_Skirmishers	0			false
102388	3c_rome_town_trade_4	3c_Pal_Palmyrene_Skirmishers	0			false
102393	3c_barb_port_1	3c_Ala_Assault_Raider	0			false
102404	3c_barb_port_fishing_2	3c_Ala_Assault_Raider	0			false
102413	3c_barb_port_military_2	3c_Ala_Assault_Raider	0			false
102419	3c_barb_port_fishing_3	3c_Ala_Assault_Raider	0			false
102424	3c_barb_port_military_3	3c_Ala_Assault_Raider	0			false
102432	3c_barb_port_fishing_4	3c_Ala_Assault_Raider	0			false
102434	3c_barb_port_military_4	3c_Ala_Assault_Raider	0			false
102442	3c_barb_port_military_2	3c_Ala_Missile_Raider	0			false
102452	3c_barb_port_military_3	3c_Ala_Missile_Raider	0			false
102453	3c_barb_port_military_4	3c_Ala_Missile_Raider	0			false
102454	3c_barb_port_military_3	3c_Ala_Medium_Assault_Raider	0			false
102456	3c_barb_port_military_4	3c_Ala_Medium_Assault_Raider	0			false
102466	3c_barb_port_military_4	3c_Ala_Medium_Missile_Raider	0			false
102472	3c_barb_port_military_4	3c_Ala_Heavy_Assault_Raider	0			false
102480	3c_barb_port_1	3c_Goth_Assault_Raider	0			false
