rom_barbarian_basic_horse
	Ibe_Cav
	Cel_Tribesmen
	Ill_Tribesmen
	Dac_Tribesmen
	Ste_Tribesmen
	Ibe_Slingers
	Cel_Skirm
	Bri_Slingers
	Ger_Youths
	Ill_Slave_Javelinmen
	Thr_Skirm
	Dac_Skirm
	Ste_Archers
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People
	Eas_Garrison_Spear
	Eas_Spear
	Afr_Levy_Spear
	Ara_Levy_Spear
	Num_Spear
	Car_Mob
	Gre_Mob
	Gre_Spartan_Youths
	Egy_Mob
	Eas_Mob
	Car_Mob
	Gre_Mob
	Gre_Spartan_Youths
	Egy_Mob
	Eas_Mob
	Gre_Slingers
	Gre_Helot_Slingers
	Eas_Slingers
	Cel_Slingers
	Ill_Slave_Slingers
	Rom_Plebs
	Ita_Mob
	Rom_Plebs
	Ita_Mob
	Rom_Leves
	Ita_Levy_Slingers
	Ibe_Tribesmen
	Cel_Tribesmen
	Bri_Farmers
	Ger_Tribesmen
	Ill_Tribesmen
	Dac_Tribesmen
	Ste_Tribesmen
	Ibe_Slingers
	Cel_Skirm
	Bri_Slingers
	Ger_Youths
	Ill_Slave_Javelinmen
	Thr_Skirm
	Dac_Skirm
	Ste_Archers
	Bri_Farmers
	Ger_Tribesmen
	CiG_Cel_Skirm

rom_barbarian_minor_settlement_lvl2_allgarrison
	Thr_Warriors
	Ger_Hex_Bearers
	Dac_Heavy_Skirm
	Dac_Heavy_Skirm
	Dac_Heavy_Skirm
	Ibe_Tribesmen
	Cel_Tribesmen
	Bri_Farmers
	Ger_Tribesmen
	Ill_Tribesmen
	Dac_Tribesmen
	Ste_Tribesmen
	Ibe_Tribesmen
	Cel_Tribesmen
	Bri_Farmers
	Ger_Tribesmen
	Ill_Tribesmen
	Dac_Tribesmen
	Ste_Tribesmen
	Ibe_Tribesmen
	Cel_Tribesmen
	Ill_Tribesmen
	Dac_Tribesmen
	Ste_Tribesmen
	Ibe_Slingers
	Cel_Skirm
	Bri_Slingers
	Ger_Youths
	Ill_Slave_Javelinmen
	Thr_Skirm
	Dac_Skirm
	Ste_Archers
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People
	Eas_Garrison_Spear
	Eas_Spear
	Afr_Levy_Spear
	Ara_Levy_Spear
	Num_Spear
	Car_Mob
	Gre_Mob
	Gre_Spartan_Youths
	Egy_Mob
	Eas_Mob
	Car_Mob
	Gre_Mob
	Gre_Spartan_Youths
	Egy_Mob
	Eas_Mob
	Gre_Slingers
	Gre_Helot_Slingers
	Eas_Slingers
	Cel_Slingers
	Ill_Slave_Slingers
	Rom_Plebs
	Ita_Mob
	Rom_Plebs
	Ita_Mob
	Rom_Leves
	Ita_Levy_Slingers
	Ibe_Slingers
	Cel_Skirm
	Bri_Slingers
	Ger_Youths
	Ill_Slave_Javelinmen
	Thr_Skirm
	Dac_Skirm
	Ste_Archers
	Ibe_Tribesmen
	Cel_Tribesmen
	Bri_Farmers
	Ger_Tribesmen
	Ill_Tribesmen
	Dac_Tribesmen
	Ste_Tribesmen
	Ibe_Slingers
	Cel_Skirm
	Bri_Slingers
	Ger_Youths
	Ill_Slave_Javelinmen
	Thr_Skirm
	Dac_Skirm
	Ste_Archers
	Ger_Tribesmen
	Bri_Farmers
	CiG_Cel_Skirm

rom_barbarian_minor_settlement_lvl3_allgarrison
	Car_Late_Libyan_Hoplites
	Rom_Vigiles
	Thr_Warriors
	Ger_Hex_Bearers
	Dac_Heavy_Skirm
	Dac_Heavy_Skirm
	Dac_Heavy_Skirm
	Ibe_Sword
	Cel_Warriors
	Bri_Sword_Band
	Ger_Spear_Brothers
	Cel_Short_Swords
	Cel_Galatian_Swords
	Ill_Levies
	Thr_Peltasts
	Dac_Heavy_Spears
	Ste_Spear
	Ibe_Tribesmen
	Cel_Tribesmen
	Bri_Farmers
	Ger_Tribesmen
	Ill_Tribesmen
	Dac_Tribesmen
	Ste_Tribesmen
	Ibe_Tribesmen
	Cel_Tribesmen
	Ill_Tribesmen
	Dac_Tribesmen
	Ste_Tribesmen
	Ibe_Slingers
	Cel_Skirm
	Bri_Slingers
	Ger_Youths
	Ill_Slave_Javelinmen
	Thr_Skirm
	Dac_Skirm
	Ste_Archers
	Ibe_Slingers
	Cel_Skirm
	Bri_Slingers
	Ger_Youths
	Ill_Slave_Javelinmen
	Thr_Skirm
	Dac_Skirm
	Ste_Archers
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People
	Eas_Archers
	Gre_Archers
	Afr_Archers
	Ara_Levy_Skirm
	Eas_Parthian_Foot_Archers
	Eas_Garrison_Spear
	Eas_Spear
	Afr_Levy_Spear
	Ara_Levy_Spear
	Num_Spear
	Car_Mob
	Gre_Mob
	Gre_Spartan_Youths
	Egy_Mob
	Eas_Mob
	Gre_Militia_Hoplites
	Gre_Periokoi_Hoplites
	Eas_Spear
	Eas_Garrison_Spear
	Egy_Infantry
	Car_Libyan_Hoplites
	Ger_Spear_Levy
	Ill_Spear
	Gre_Slingers
	Gre_Helot_Slingers
	Eas_Slingers
	Cel_Slingers
	Ill_Slave_Slingers
	Rom_Plebs
	Ita_Mob
	Rom_Rorarii
	Ita_Spear
	Rom_Leves
	Ita_Levy_Slingers
	Ibe_Slingers
	Cel_Skirm
	Bri_Slingers
	Ger_Youths
	Ill_Slave_Javelinmen
	Thr_Skirm
	Dac_Skirm
	Ste_Archers
	Ibe_Sword
	Cel_Warriors
	Bri_Sword_Band
	Ger_Spear_Brothers
	Cel_Short_Swords
	Cel_Galatian_Swords
	Ill_Levies
	Thr_Peltasts
	Dac_Heavy_Spears
	Ste_Spear
	Ger_Tribesmen
	Bri_Farmers
	CiG_Cel_Skirm
	CiG_Cel_Warriors

rom_barbarian_minor_settlement_lvl4_allgarrison
	Car_Late_Libyan_Hoplites
	Rom_Vigiles
	Thr_Warriors
	Ger_Hex_Bearers
	Dac_Heavy_Bowmen
	Dac_Heavy_Skirm
	Dac_Heavy_Skirm
	Ibe_Sword
	Cel_Warriors
	Bri_Sword_Band
	Ger_Spear_Brothers
	Cel_Short_Swords
	Cel_Galatian_Swords
	Ill_Levies
	Thr_Peltasts
	Dac_Heavy_Spears
	Ste_Spear
	Ibe_Slingers
	Cel_Skirm
	Bri_Slingers
	Ger_Youths
	Ill_Slave_Javelinmen
	Thr_Skirm
	Dac_Skirm
	Ste_Archers
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People
	Eas_Archers
	Gre_Archers
	Afr_Archers
	Ara_Levy_Skirm
	Eas_Parthian_Foot_Archers
	Eas_Garrison_Spear
	Eas_Spear
	Afr_Levy_Spear
	Ara_Levy_Spear
	Num_Spear
	Car_Mob
	Gre_Mob
	Gre_Spartan_Youths
	Egy_Mob
	Eas_Mob
	Gre_Militia_Hoplites
	Gre_Periokoi_Hoplites
	Eas_Spear
	Eas_Garrison_Spear
	Egy_Infantry
	Car_Libyan_Hoplites
	Ger_Spear_Levy
	Ill_Spear
	Gre_Slingers
	Gre_Helot_Slingers
	Eas_Slingers
	Cel_Slingers
	Ill_Slave_Slingers
	Rom_Plebs
	Ita_Mob
	Rom_Rorarii
	Ita_Spear
	Rom_Leves
	Ita_Levy_Slingers
	Ibe_Slingers
	Cel_Slingers
	Bri_Skirm
	Ger_Longbow_Hunters
	Ill_Slave_Javelinmen
	Thr_Bowmen
	Dac_Bowmen
	Ste_Archers
	Ibe_Slingers
	Cel_Skirm
	Bri_Slingers
	Ger_Youths
	Ill_Slave_Javelinmen
	Thr_Skirm
	Dac_Skirm
	Ste_Archers
	Ibe_Sword
	Cel_Warriors
	Bri_Sword_Band
	Ger_Spear_Brothers
	Cel_Short_Swords
	Cel_Galatian_Swords
	Ill_Levies
	Thr_Peltasts
	Dac_Heavy_Spears
	Ste_Spear
	Ibe_Sword
	Cel_Warriors
	Bri_Sword_Band
	Ger_Spear_Brothers
	Cel_Short_Swords
	Cel_Galatian_Swords
	Ill_Levies
	Thr_Peltasts
	Dac_Heavy_Spears
	Ste_Spear
	Ibe_Sword
	Cel_Warriors
	Bri_Sword_Band
	Ger_Spear_Brothers
	Cel_Short_Swords
	Cel_Galatian_Swords
	Ill_Levies
	Thr_Peltasts
	Dac_Heavy_Spears
	Ste_Spear
	CiG_Cel_Skirm
	CiG_Cel_Warriors

rom_barbarian_naval_basic
	Ibe_Tribesmen_Raider
	Cel_Freemen_Raider
	Ger_Spear_Raider
	Cel_Tribesmen_Raider
	Thr_Warriors_Raider
	Dac_Spears_Raider
	Ste_Tribesmen_Raider
	Ill_Javelinmen_One_Halfer
	Gre_Javelinmen_One_Halfer

rom_barbarian_naval_fishing_advanced
	Ibe_Tribesmen_Raider
	Cel_Freemen_Raider
	Ger_Spear_Raider
	Cel_Tribesmen_Raider
	Thr_Warriors_Raider
	Dac_Spears_Raider
	Ste_Tribesmen_Raider
	Ill_Javelinmen_Two_Halfer
	Gre_Javelinmen_Two_Halfer

rom_barbarian_naval_lvl2
	Ibe_Slingers_Raider
	Cel_Slingers_Raider
	Bri_Slingers_Raider
	Ger_Slingers_Raider
	Ill_Slingers_Three
	Thr_Skirm_Raider
	Ste_Archers_Raider
	Cel_Skirm_Raider
	Dac_Skirm_Raider
	Gre_Slingers_Three

rom_barbarian_naval_lvl3
	Ibe_Sword_Medium_Raider
	Cel_Warriors_Medium_Raider
	Bri_Sword_Medium_Raider
	Ger_Club_Medium_Raider
	Ste_Axes_Medium_Raider
	Ill_Slingers_Five
	Thr_Warriors_Medium_Raider
	Gre_Slingers_Five
	Dac_Heavy_Spears_Raider

rom_barbarian_naval_lvl4
	Ibe_Lusitani_Nobles_Raider
	Ibe_Noble_Fighters_Raider
	Cel_Oathsworn_Heavy_Raider
	Bri_Painted_Heavy_Raider
	Ger_Sword_Heavy_Raider
	Ste_Spear_Heavy_Raider
	Cel_Galatian_Heavy_Raider
	Ill_Thureos_Six
	Thr_Nobles_Heavy_Raider
	Dac_Falxmen_Raider
	Ste_Axes_Six

rom_barbarian_savage_dogs
	Cel_Savage_Dogs

rom_barbarian_skirmishers
	Ill_Slave_Javelinmen
	Dac_Heavy_Skirm
	Thr_Skirm
	Dac_Skirm
	Ste_Archers
	Ibe_Skirm
	Cel_Skirm
	Bri_Slingers
	Ger_Youths

rom_barbarian_strong_cav
	Ste_Armour_Horse_Archers

rom_barbarian_strong_melee
	Ger_Hex_Bearers
	Ger_Round_Shield_Sword
	Cel_Fierce_Swords
	Cel_Tribal_Warriors
	Dac_Armoured_Spears
	Cel_Sword_Followers
	Cel_Chosen_Sword
	Thr_Nobles
	Thr_Warriors
	Ibe_Scutarii
	Ibe_Vet_Shield_Warriors
	Bri_Chosen_Sword_Band
	Cel_Galatian_Spears
	Ill_Hoplites
	Thr_Peltasts
	Ste_Noble_Lancers
	Dac_Spear_Warriors

rom_barbarian_sword_band
	Bri_Sword_Band

rom_barbarian_tribesmen
	Thr_Tribal_Garrison
	Bri_Farmers
	Ger_Tribesmen
	Ill_Tribesmen
	Ibe_Tribesmen
	Dac_Tribesmen
	Ste_Tribesmen
	Cel_Tribesmen

rom_barbarian_wodanaz_spears
	Ger_Wodanaz_Spears

rom_eastern_archers
	Eas_Archers
	Gre_Archers
	Afr_Archers
	Ara_Levy_Skirm
	Eas_Parthian_Foot_Archers
	Num_Javelinmen

rom_eastern_basic_cavalry
	Eas_Persian_Cavalry
	Ara_Camel_Spear
	Eas_Median_Cav
	Ara_Cav
	Eas_Cappadocian_Cav
	Ste_Horse_Archers
	Afr_Skirm_Cav
	Aet_Cav
	Afr_Numidian_Cav

rom_eastern_basic_heavy_cavalry
	Eas_Parthian_Horse_Archers
	Eas_Horse_Archers
	Gre_Companion_Cav
	dk_afr_armoured_desert_cavalry
	dk_ara_armoured_camel_spearmen

rom_eastern_basic_melee
	Egy_Nubian_Spear
	dk_saba_desert_spearmen
	Eas_Garrison_Spear
	Eas_Spear
	Afr_Levy_Spear
	Ara_Levy_Spear
	Num_Spear

rom_eastern_elite_infantry
	Eas_Persian_Hoplites
	Eas_Bithynian_Infantry
	Gre_Pike
	Eas_Elite_Persian_Archers
	Ara_Noble_Sword
	Eas_Syrian_Heavy_Archers
	Eas_Axemen
	Num_Noble_Infantry
	dk_nab_rekem_palace_guard
	dk_saba_marib_royal_guard
	dk_kush_leopard_warriors
	dk_kush_leopard_warriors
	dk_kush_royal_kushite_archers
	Afr_Numidian_Noble_Cav

rom_eastern_fixed_defence_ballista
	Eas_Ballista_Bastion
	Gre_Ballista_Bastion
	Afr_Ballista_Bastion

rom_eastern_fixed_defence_onager
	Eas_Onager_Bastion
	Gre_Onager_Bastion
	Afr_Onager_Bastion

rom_eastern_fixed_defence_scorpion
	Eas_Scorpion_Bastion
	Gre_Scorpion_Bastion
	Afr_Scorpion_Bastion

rom_eastern_foreign_hellenic_basic_melee
	Car_Late_Libyan_Hoplites
	Gre_Militia_Hoplites
	Gre_Periokoi_Hoplites
	Egy_Infantry
	Car_Libyan_Hoplites
	Ger_Spear_Levy
	Ill_Spear

rom_eastern_foreign_hellenic_garrison
	Car_Mob
	Ill_Tribesmen
	Cel_Tribesmen
	Gre_Spartan_Youths
	Egy_Mob

rom_eastern_horse_skirmishers
	Eas_Horse_Skirm

rom_eastern_light_infantry
	dk_num_numidian_light_infantry
	Ara_Levy_Skirm
	Eas_Parthian_Foot_Archers
	Gre_Thureos_Spears
	Eas_Bithynian_Infantry
	Eas_Axemen
	Afr_Large_Shield_Warriors
	Aet_Sword

rom_eastern_minor_settlement_lvl1_allgarrison
	Car_Late_Libyan_Hoplites
	Dac_Heavy_Skirm
	Egy_Nubian_Spear
	dk_saba_desert_spearmen
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People
	Eas_Garrison_Spear
	Eas_Spear
	Afr_Levy_Spear
	Ara_Levy_Spear
	Num_Spear
	Car_Mob
	Ill_Tribesmen
	Cel_Tribesmen
	Gre_Spartan_Youths
	Egy_Mob
	Car_Mob
	Ill_Tribesmen
	Cel_Tribesmen
	Gre_Spartan_Youths
	Egy_Mob
	Gre_Militia_Hoplites
	Gre_Periokoi_Hoplites
	Egy_Infantry
	Car_Libyan_Hoplites
	Ger_Spear_Levy
	Ill_Spear
	Ibe_Tribesmen
	Cel_Tribesmen
	Bri_Farmers
	Ger_Tribesmen
	Ill_Tribesmen
	Dac_Tribesmen
	Ste_Tribesmen
	Ibe_Tribesmen
	Cel_Tribesmen
	Bri_Farmers
	Ger_Tribesmen
	Ill_Tribesmen
	Dac_Tribesmen
	Ste_Tribesmen
	Ibe_Slingers
	Cel_Skirm
	Bri_Slingers
	Ger_Youths
	Ill_Slave_Javelinmen
	Thr_Skirm
	Dac_Skirm
	Ste_Archers
	Rom_Plebs
	Ita_Mob
	Rom_Plebs
	Ita_Mob
	Rom_Leves
	Ita_Levy_Slingers
	Eas_Hillmen
	Ara_Levy_Skirm
	Afr_Javelinmen
	Num_Javelinmen
	Eas_Hillmen
	Ara_Levy_Skirm
	Afr_Javelinmen
	Num_Javelinmen

rom_eastern_minor_settlement_lvl2_allgarrison
	Car_Late_Libyan_Hoplites
	Dac_Heavy_Skirm
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People
	Eas_Garrison_Spear
	Eas_Spear
	Afr_Levy_Spear
	Ara_Levy_Spear
	Num_Spear
	Car_Mob
	Ill_Tribesmen
	Cel_Tribesmen
	Gre_Spartan_Youths
	Egy_Mob
	Car_Mob
	Ill_Tribesmen
	Cel_Tribesmen
	Gre_Spartan_Youths
	Egy_Mob
	Gre_Militia_Hoplites
	Gre_Periokoi_Hoplites
	Egy_Infantry
	Car_Libyan_Hoplites
	Ger_Spear_Levy
	Ill_Spear
	Ibe_Tribesmen
	Cel_Tribesmen
	Bri_Farmers
	Ger_Tribesmen
	Ill_Tribesmen
	Dac_Tribesmen
	Ste_Tribesmen
	Ibe_Tribesmen
	Cel_Tribesmen
	Bri_Farmers
	Ger_Tribesmen
	Ill_Tribesmen
	Dac_Tribesmen
	Ste_Tribesmen
	Ibe_Slingers
	Cel_Skirm
	Bri_Slingers
	Ger_Youths
	Ill_Slave_Javelinmen
	Thr_Skirm
	Dac_Skirm
	Ste_Archers
	Rom_Plebs
	Ita_Mob
	Rom_Plebs
	Ita_Mob
	Rom_Leves
	Ita_Levy_Slingers
	Eas_Hillmen
	Ara_Levy_Skirm
	Afr_Javelinmen
	Num_Javelinmen
	Eas_Hillmen
	Ara_Levy_Skirm
	Afr_Javelinmen
	Num_Javelinmen
	Eas_Garrison_Spear
	Eas_Spear
	Afr_Levy_Spear
	Ara_Levy_Spear
	Num_Spear

rom_eastern_minor_settlement_lvl3_allgarrison
	Car_Late_Libyan_Hoplites
	Rom_Vigiles
	Dac_Heavy_Skirm
	dk_num_armoured_numidian_spearmen
	dk_num_desert_legionaries
	dk_nab_armoured_desert_hoplites
	Eas_Hillmen
	Ara_Levy_Skirm
	Afr_Javelinmen
	Num_Javelinmen
	Eas_Archers
	Gre_Archers
	Afr_Archers
	Ara_Levy_Skirm
	Eas_Parthian_Foot_Archers
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People
	Car_Mob
	Ill_Tribesmen
	Cel_Tribesmen
	Gre_Spartan_Youths
	Egy_Mob
	Gre_Slingers
	Gre_Helot_Slingers
	Eas_Slingers
	Cel_Slingers
	Ill_Slave_Slingers
	Gre_Militia_Hoplites
	Gre_Periokoi_Hoplites
	Egy_Infantry
	Car_Libyan_Hoplites
	Ger_Spear_Levy
	Ill_Spear
	Ibe_Tribesmen
	Cel_Tribesmen
	Bri_Farmers
	Ger_Tribesmen
	Ill_Tribesmen
	Dac_Tribesmen
	Ste_Tribesmen
	Ibe_Tribesmen
	Cel_Tribesmen
	Bri_Farmers
	Ger_Tribesmen
	Ill_Tribesmen
	Dac_Tribesmen
	Ste_Tribesmen
	Ibe_Slingers
	Cel_Skirm
	Bri_Slingers
	Ger_Youths
	Ill_Slave_Javelinmen
	Thr_Skirm
	Dac_Skirm
	Ste_Archers
	Rom_Plebs
	Ita_Mob
	Rom_Rorarii
	Ita_Spear
	Rom_Leves
	Ita_Levy_Slingers
	Eas_Hillmen
	Ara_Levy_Skirm
	Afr_Javelinmen
	Num_Javelinmen
	Eas_Garrison_Spear
	Eas_Spear
	Afr_Levy_Spear
	Ara_Levy_Spear
	Num_Spear
	Ara_Levy_Skirm
	Eas_Parthian_Foot_Archers
	Gre_Thureos_Spears
	Eas_Bithynian_Infantry
	Eas_Axemen
	Afr_Large_Shield_Warriors
	Aet_Sword

rom_eastern_minor_settlement_lvl4_allgarrison
	Car_Late_Libyan_Hoplites
	Rom_Vigiles
	Dac_Heavy_Skirm
	dk_num_desert_cohort
	dk_nab_rekem_palace_guard
	dk_nab_armoured_desert_hoplites
	dk_saba_marib_royal_guard
	Eas_Hillmen
	Ara_Levy_Skirm
	Afr_Javelinmen
	Num_Javelinmen
	Eas_Archers
	Gre_Archers
	Afr_Archers
	Ara_Levy_Skirm
	Eas_Parthian_Foot_Archers
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People
	Ara_Levy_Skirm
	Eas_Parthian_Foot_Archers
	Gre_Thureos_Spears
	Eas_Bithynian_Infantry
	Eas_Axemen
	Afr_Large_Shield_Warriors
	Aet_Sword
	Car_Mob
	Ill_Tribesmen
	Cel_Tribesmen
	Gre_Spartan_Youths
	Egy_Mob
	Gre_Slingers
	Gre_Helot_Slingers
	Eas_Slingers
	Cel_Slingers
	Ill_Slave_Slingers
	Gre_Militia_Hoplites
	Gre_Periokoi_Hoplites
	Egy_Infantry
	Car_Libyan_Hoplites
	Ger_Spear_Levy
	Ill_Spear
	Ibe_Tribesmen
	Cel_Tribesmen
	Bri_Farmers
	Ger_Tribesmen
	Ill_Tribesmen
	Dac_Tribesmen
	Ste_Tribesmen
	Ibe_Sword
	Cel_Warriors
	Bri_Sword_Band
	Ger_Spear_Brothers
	Cel_Short_Swords
	Cel_Galatian_Swords
	Ill_Levies
	Thr_Peltasts
	Dac_Heavy_Spears
	Ste_Spear
	Ibe_Slingers
	Cel_Skirm
	Bri_Slingers
	Ger_Youths
	Ill_Slave_Javelinmen
	Thr_Skirm
	Dac_Skirm
	Ste_Archers
	Rom_Plebs
	Ita_Mob
	Rom_Leves
	Ita_Levy_Slingers
	Rom_Rorarii
	Ita_Spear
	Eas_Garrison_Spear
	Eas_Spear
	Afr_Levy_Spear
	Ara_Levy_Spear
	Num_Spear
	Eas_Archers
	Gre_Archers
	Afr_Archers
	Ara_Levy_Skirm
	Eas_Parthian_Foot_Archers

rom_eastern_mob_tribesmen
	Gre_Mob
	Eas_Mob
	Afr_Tribesmen
	Ara_Tribes_People

rom_eastern_naval_basic
	Eas_Javelinmen_One_Halfer
	Afr_Javelinmen_One_Halfer
	Car_Javelin_One_Halfer
	Gre_Peltasts_One_Halfer
	Ara_Tribes_One_Halfer
	dk_kush_slave_slingers_one
	dk_num_javelinmen_one

rom_eastern_naval_lvl2
	Eas_Hillmen_Four
	Eas_Kartli_Four
	Afr_Spear_Two
	Eas_Hillmen_Two
	Ara_Spear_Two
	dk_ara_desert_spear_two
	dk_kush_nubian_spearmen_two
	Num_Spear_Two

rom_eastern_naval_lvl3
	Eas_Per_Archers_Five
	Eas_Archers_Five
	Afr_Archers_Five
	Ara_Slingers_Five
	dk_kush_archers_five
	dk_nab_light_peltasts_five
	dk_num_heavy_skirmishers_five
	dk_saba_archers_five

rom_eastern_naval_trade_advanced
	Eas_Slingers_Two_Halfer
	Eas_Javelinmen_Two_Halfer
	Afr_Javelinmen_Two_Halfer
	Car_Javelin_Two_Halfer
	Gre_Peltasts_Two_Halfer
	dk_ara_desert_spear_two
	dk_kush_nubian_spearmen_two
	Ara_Tribes_Two_Halfer
	dk_kush_slave_slingers_two

rom_eastern_noble_infantry
	Ara_Noble_Sword
	Eas_Noble_Spear
	Gre_Pike
	Num_Noble_Infantry
	dk_kush_leopard_warriors

rom_eastern_parthian_swordsmen
	Eas_Par_Sword

rom_eastern_skirmishers
	Eas_Hillmen
	Ara_Levy_Skirm
	Afr_Javelinmen
	Num_Javelinmen
	dk_kush_slave_slingers

rom_eastern_strong_cavalry
	Eas_Noble_Blood_Cav
	Ara_Cav
	Gre_Tarantine_Cav
	Afr_Numidian_Noble_Cav

rom_eastern_strong_heavy_cavalry
	Eas_Cataphracts
	Gre_Companion_Cav
	Eas_Persian_Cavalry
	dk_afr_armoured_desert_cavalry
	dk_num_desert_legionary_cavalry
	dk_saba_sabaean_camel_cataphracts

rom_eastern_strong_melee
	dk_num_armoured_numidian_spearmen
	dk_nab_armoured_desert_hoplites
	Gre_Pike
	Eas_Par_Sword
	Ara_Noble_Sword
	Eas_Noble_Spear
	Afr_Large_Shield_Warriors
	Aet_Sword
	Eas_Cappadocian_Cav

rom_hellenic_basic_cavalry
	Gre_Citizen_Cav
	Car_Cav
	Ill_Cav

rom_hellenic_basic_melee
	Car_Late_Libyan_Hoplites
	Gre_Militia_Hoplites
	Gre_Periokoi_Hoplites
	Eas_Spear
	Eas_Garrison_Spear
	Egy_Infantry
	Car_Libyan_Hoplites
	Cel_Levy_Freemen
	Ill_Spear

rom_hellenic_basic_ranged
	Car_Libyan_Javelin
	Gre_Slingers
	Gre_Helot_Slingers
	Eas_Slingers
	Cel_Slingers
	Ill_Slave_Slingers
	Egy_Slingers

rom_hellenic_elite_infantry
	Gre_Pike
	Car_Hoplites
	Gre_Scythian_Hoplites
	Gre_Massilian_Hoplites
	Eas_Kartli_Axemen
	Gre_Spartan_Pike

rom_hellenic_fixed_defence_ballista
	Gre_Ballista_Bastion
	Car_Ballista_Bastion

rom_hellenic_fixed_defence_onager
	Gre_Onager_Bastion
	Car_Onager_Bastion

rom_hellenic_fixed_defence_scorpion
	Gre_Scorpion_Bastion
	Car_Scorpion_Bastion

